english,Word,label
3124,aaha,hi
3125,tak,hi
3126,aaye,hi
3127,ho,hi
3128,beta,hi
3129,sumitverma,en
3130,ki,hi
3131,bahut,hi
3132,bahut,hi
3133,subhkamnayein,hi
3134,to,hi
3135,all,en
3136,of,en
3137,u,en
3138,kaamchori,hi
3139,mismanagementnonsensical,en
3140,rules,en
3141,all,en
3142,this,en
3143,sums,en
3144,up,en
3145,as,en
3146,indian,en
3147,railway,en
3148,rt,en
3149,more,en
3150,funds,en
3151,allotted,en
3152,for,en
3153,passenger,en
3154,amenities,en
3155,railbudget,en
3156,catch,en
3157,it,en
3158,live,en
3159,centurykant,en
3160,ye,hi
3161,respect,en
3162,h,hi
3163,ek,hi
3164,woman,en
3165,ki,hi
3166,kamal,hi
3167,h,hi
3168,zoomtv,en
3169,who,en
3170,is,en
3171,itsssr,en
3172,happy,en
3173,aum,hi
3174,hari,hi
3175,om,hi
3176,tatsat,hi
3177,rt,en
3178,rt,en
3179,jsingh,en
3180,rt,en
3181,shatyuvma,en
3182,rt,en
3183,cuteinsan,en
3184,gurmeetramrahim,en
3185,msgcroreclub,en
3186,mustwatchmsg,en
3187,craze,en
3188,for,en
3189,ms,en
3190,pappu,en
3191,doing,en
3192,chintan,en
3193,in,en
3194,himalayas,en
3195,singing,en
3196,rahulonleave,en
3197,rt,en
3198,says,en
3199,on,en
3200,the,en
3201,suspensions,en
3202,super,en
3203,model,en
3204,gizele,en
3205,thakrals,en
3206,leaked,en
3207,uncensored,en
3208,photoshoot,en
3209,video,en
3210,see,en
3211,the,en
3212,full,en
3213,video,en
3214,at,en
3215,gizelethakral,en
3216,can,en
3217,you,en
3218,take,en
3219,it,en
3220,via,en
3221,youtube,en
3222,ndtv,en
3223,aditityagi,en
3224,praveenpandram,en
3225,zeenews,en
3226,aapne,hi
3227,saturday,en
3228,ko,hi
3229,gadi,hi
3230,road,en
3231,par,hi
3232,nahi,hi
3233,chalai,hi
3234,without,en
3235,jam,hi
3236,road,en
3237,min,hi
3238,ka,hi
3239,safar,hi
3240,what,hi
3241,min,hi
3242,la,hi
3243,government,en
3244,should,en
3245,reconsider,en
3246,kalayan,hi
3247,cess,en
3248,imposition,en
3249,government,en
3250,should,en
3251,reconsider,en
3252,via,en
3253,ndtv,en
3254,yeh,hi
3255,jawaani,hi
3256,hai,hi
3257,kapoor,hi
3258,kalki,hi
3259,koechlin,en
3260,aditya,en
3261,roy,en
3262,kapur,hi
3263,saurabhraajjain,hi
3264,shiv,hi
3265,shankar,hi
3266,kre,hi
3267,apki,hi
3268,hr,hi
3269,murad,hi
3270,puri,hi
3271,yhi,hi
3272,dua,hi
3273,h,hi
3274,hmri,hi
3275,ap,hi
3276,rhe,hi
3277,sada,hi
3278,khush,hi
3279,yhi,hi
3280,iltaza,hi
3281,hmri,hi
3282,ki,hi
3283,apko,hi
3284,hardik,hi
3285,srbachchan,hi
3286,john,hi
3287,jani,hi
3288,tara,hi
3289,rum,hi
3290,pum,hi
3291,pum,hi
3292,has,en
3293,airlifted,en
3294,what,en
3295,teams,en
3296,of,en
3297,ndrf,en
3298,teams,en
3299,from,en
3300,bhubaneswar,hi
3301,columns,en
3302,of,en
3303,army,en
3304,rt,en
3305,happy,en
3306,rt,en
3307,justeditorials,en
3308,should,en
3309,have,en
3310,at,en
3311,least,en
3312,asaduddin,hi
3313,owaisi,hi
3314,economictimes,en
3315,timesnow,en
3316,mc,en
3317,press,en
3318,conference,en
3319,kya,hi
3320,kr,hi
3321,raha,hi
3322,hai,hi
3323,be,hi
3324,arrest,en
3325,kr,hi
3326,darpok,en
3327,sahab,hi
3328,sent,en
3329,gvlnrao,en
3330,to,en
3331,press,en
3332,conference,en
3333,where,en
3334,z,en
3335,resignation,en
3336,prasad,hi
3337,bintasweet,en
3338,naa,hi
3339,kene,hi
3340,yaaar,hi
3341,it,en
3342,hurts,en
3343,kya,hi
3344,lifetime,en
3345,like,en
3346,hi,hi
3347,karogi,hi
3348,kabhi,hi
3349,rt,en
3350,nahi,hi
3351,karogi,hi
3352,rt,en
3353,its,en
3354,rare,en
3355,tht,en
3356,politicns,en
3357,get,en
3358,praised,en
3359,by,en
3360,bigheroes,en
3361,was,en
3362,happy,en
3363,to,en
3364,hear,en
3365,how,en
3366,saurabhmlagk,hi
3367,helpd,en
3368,get,en
3369,a,en
3370,basketball,en
3371,cou,en
3372,stuffcool,en
3373,appoints,en
3374,linteractive,en
3375,as,en
3376,its,en
3377,digital,en
3378,partner,en
3379,brandequity,en
3380,mllgroup,en
3381,lowe,en
3382,face,en
3383,of,en
3384,progeria,en
3385,dies,en
3386,in,en
3387,restinpeace,en
3388,ladkiya,hi
3389,mujhe,hi
3390,dekh,hi
3391,ke,hi
3392,pagal,hi
3393,ho,hi
3394,jati,hi
3395,mekitni,hi
3396,ladkiya,hi
3397,pagal,hi
3398,hui,hi
3399,mekaun,hi
3400,kaun,hi
3401,rt,en
3402,gautamverma,en
3403,should,en
3404,play,en
3405,till,en
3406,his,en
3407,cos,en
3408,he,en
3409,has,en
3410,no,en
3411,career,en
3412,as,en
3413,a,en
3414,commentator,en
3415,is,en
3416,not,en
3417,a,en
3418,rt,en
3419,gurmeetramrahim,en
3420,msgmissionhumanity,en
3421,papa,en
3422,ji,hi
3423,watermelon,en
3424,khao,hi
3425,g,en
3426,aapke,hi
3427,liye,hi
3428,hai,hi
3429,ji,hi
3430,on,en
3431,occasion,en
3432,of,en
3433,mahashivratri,en
3434,by,en
3435,anaaval,hi
3436,shukaleshwar,hi
3437,trust,en
3438,everybody,en
3439,welcome,en
3440,oldest,en
3441,swayambhu,hi
3442,ling,en
3443,of,en
3444,bhagwaan,hi
3445,shankar,hi
3446,jai,hi
3447,shri,hi
3448,thank,en
3449,u,en
3450,ki,hi
3451,shubha,hi
3452,kamanaye,hi
3453,arifeenibad,en
3454,no,en
3455,baaz,hi
3456,kuch,hi
3457,nhi,hi
3458,karega,hi
3459,kon,hi
3460,nhaye,hi
3461,itni,hi
3462,thnd,en
3463,me,hi
3464,rt,en
3465,kyaukhaadlega,hi
3466,when,en
3467,a,en
3468,nonmarathi,en
3469,girl,en
3470,tried,en
3471,to,hi
3472,kiss,hi
3473,raj,hi
3474,thackeray,en
3475,k,hi
3476,suit,en
3477,pe,hi
3478,ek,hi
3479,muffler,en
3480,bhaari,hi
3481,padh,hi
3482,gya,hi
3483,dekhte,hi
3484,hi,hi
3485,dekhte,hi
3486,sbko,hi
3487,dhara,hi
3488,shai,hi
3489,kr,hi
3490,gya,hi
3491,delhidecides,en
3492,gavran,en
3493,chicken,en
3494,fish,en
3495,fry,en
3496,ghotawade,hi
3497,gaon,hi
3498,near,en
3499,hinjewadi,en
3500,phase,en
3501,punefoodiez,en
3502,gurmeetramrahim,en
3503,msgsaysequalitytoall,en
3504,thanku,en
3505,so,en
3506,much,en
3507,pita,hi
3508,ji,hi
3509,rt,en
3510,vipulupasani,en
3511,hari,hi
3512,om,en
3513,gurumauli,en
3514,really,en
3515,greatest,en
3516,program,en
3517,icing,en
3518,was,en
3519,satsang,en
3520,by,en
3521,you,en
3522,explain,en
3523,importance,en
3524,of,en
3525,wish,en
3526,you,en
3527,all,en
3528,a,en
3529,very,en
3530,happy,en
3531,ki,hi
3532,bohot,hi
3533,bohot,hi
3534,badhaai,hi
3535,aap,hi
3536,sabko,hi
3537,srbachchan,hi
3538,mothersday,en
3539,shweta,hi
3540,bachchan,hi
3541,earthangel,en
3542,on,en
3543,her,en
3544,mom,en
3545,jayabachchan,hi
3546,must,en
3547,read,en
3548,mohit,en
3549,exemplary,en
3550,the,en
3551,best,en
3552,th,en
3553,over,en
3554,in,en
3555,this,en
3556,ipl,en
3557,at,en
3558,par,hi
3559,wd,en
3560,praveen,en
3561,kumars,en
3562,th,en
3563,rt,en
3564,kchowdhury,en
3565,boycottraees,en
3566,ayse,hi
3567,chorna,hi
3568,nehi,hi
3569,eid,en
3570,arvindkejriwal,en
3571,tumhare,hi
3572,theory,en
3573,se,hi
3574,sab,hi
3575,kuch,hi
3576,chalta,hi
3577,hai,hi
3578,kya,hi
3579,bizarre,hi
3580,babu,hi
3581,check,en
3582,karwa,hi
3583,lo,hi
3584,aur,hi
3585,dekh,hi
3586,lo,hi
3587,rt,en
3588,focusnewsindia,en
3589,lok,hi
3590,sabha,hi
3591,speaker,en
3592,sumitra,en
3593,rejects,en
3594,congress,en
3595,mp,en
3596,jyotiraditya,en
3597,adjournment,en
3598,motion,en
3599,over,en
3600,rt,en
3601,ndtv,en
3602,rt,en
3603,drshobha,hi
3604,many,en
3605,researchers,en
3606,explain,en
3607,the,en
3608,name,en
3609,from,en
3610,its,en
3611,etymological,en
3612,origin,en
3613,n,en
3614,rt,en
3615,tripurasundaritemple,en
3616,from,en
3617,agartala,hi
3618,of,en
3619,the,en
3620,shakti,hi
3621,peeths,en
3622,constructed,en
3623,by,en
3624,piersmorgan,en
3625,trendspune,en
3626,i,en
3627,thought,en
3628,u,en
3629,followed,en
3630,cricket,en
3631,sahara,hi
3632,pune,hi
3633,warriors,en
3634,i,en
3635,think,en
3636,only,en
3637,the,en
3638,superstar,en
3639,ajit,en
3640,agarkar,hi
3641,or,hi
3642,the,en
3643,megastar,en
3644,munaf,en
3645,patel,en
3646,can,en
3647,remove,en
3648,hashim,en
3649,proteafire,en
3650,hey,hi
3651,kya,hi
3652,tum,hi
3653,hum,hi
3654,sabko,hi
3655,happy,en
3656,mahashivratri,en
3657,wish,en
3658,karoge,hi
3659,aage,hi
3660,badho,hi
3661,hum,hi
3662,tumhaare,hi
3663,saath,hi
3664,nhi,hi
3665,h,hi
3666,drdheerajjain,hi
3667,sir,hi
3668,konsi,hi
3669,flop,en
3670,movie,en
3671,he,hi
3672,ye,hi
3673,ranaayyub,hi
3674,but,en
3675,aunty,en
3676,ji,hi
3677,still,en
3678,tweeting,en
3679,non,en
3680,sense,en
3681,ki,hi
3682,hardik,hi
3683,mangalkamnayen,hi
3684,jai,hi
3685,ye,hi
3686,to,hi
3687,baizti,hi
3688,he,hi
3689,ho,hi
3690,gae,hi
3691,dhawan,hi
3692,mustafizur,en
3693,is,en
3694,an,en
3695,another,en
3696,level,en
3697,bowler,en
3698,he,en
3699,is,en
3700,in,en
3701,the,en
3702,league,en
3703,of,en
3704,mcgrath,en
3705,legendinmaking,en
3706,sagarikaghose,hi
3707,haramzada,hi
3708,meets,hi
3709,harami,hi
3710,of,en
3711,rt,en
3712,gurmeetramrahim,en
3713,stillmsgeverywhere,en
3714,dhan,hi
3715,dhan,hi
3716,satguru,hi
3717,tera,hi
3718,he,hi
3719,aasra,hi
3720,gud,en
3721,morning,en
3722,guruji,en
3723,rt,en
3724,timesnow,en
3725,congress,en
3726,reacts,en
3727,to,en
3728,suresh,en
3729,maiden,en
3730,railbudget,en
3731,says,en
3732,tamiltwin,en
3733,youteeee,en
3734,bhai,hi
3735,yeh,hi
3736,to,hi
3737,hillarious,en
3738,ho,hi
3739,gea,en
3740,rt,en
3741,espncricinfo,en
3742,icymi,en
3743,it,en
3744,was,en
3745,a,en
3746,special,en
3747,in,en
3748,mohali,en
3749,match,en
3750,report,en
3751,movie,en
3752,love,en
3753,story,en
3754,review,en
3755,wivszim,en
3756,gayle,en
3757,whereisrahul,en
3758,rt,en
3759,tcnlive,en
3760,is,en
3761,discussions,en
3762,gurmeetramrahim,en
3763,mustwatchmsg,en
3764,rubruratri,en
3765,twtratri,en
3766,n,en
3767,zoron,en
3768,ce,en
3769,chl,hi
3770,rahi,hi
3771,msgratri,en
3772,k,hi
3773,sath,hi
3774,aj,hi
3775,hm,hi
3776,ja,hi
3777,rahe,hi
3778,hain,hi
3779,rt,en
3780,mosquito,en
3781,nets,en
3782,kebaadkarenge,hi
3783,till,en
3784,then,en
3785,traditional,en
3786,mosquito,en
3787,killing,en
3788,sir,hi
3789,apko,hi
3790,b,hi
3791,ki,hi
3792,dheron,hi
3793,shubhkamnayein,hi
3794,bhagwan,hi
3795,shiv,hi
3796,apki,hi
3797,umr,hi
3798,lmbi,hi
3799,kre,hi
3800,and,en
3801,ap,hi
3802,aise,hi
3803,hi,hi
3804,desh,hi
3805,ki,hi
3806,sewa,hi
3807,karte,hi
3808,rahe,hi
3809,pappu,en
3810,left,en
3811,on,en
3812,th,en
3813,feb,en
3814,for,en
3815,thai,hi
3816,airways,hi
3817,uske,hi
3818,baad,hi
3819,kaha,hi
3820,gaye,hi
3821,pata,hi
3822,nahi,hi
3823,waah,hi
3824,re,hi
3825,rangeele,en
3826,rahul,en
3827,rahulonleave,en
3828,imveedee,en
3829,yuhi,hi
3830,kat,hi
3831,jaayega,hi
3832,safar,hi
3833,sath,hi
3834,tweetne,hi
3835,se,hi
3836,ki,hi
3837,manzil,hi
3838,aayegi,hi
3839,nazar,hi
3840,sath,hi
3841,tweetne,hi
3842,se,hi
3843,hum,hi
3844,raahi,hi
3845,twitter,en
3846,ke,hi
3847,rt,en
3848,coolfunnytshirt,en
3849,could,en
3850,sue,en
3851,for,en
3852,copyright,en
3853,infringement,en
3854,of,en
3855,babaji,hi
3856,ka,hi
3857,thullu,en
3858,atletidekolkata,hi
3859,hume,hi
3860,anto,hi
3861,rafique,en
3862,doutie,en
3863,sabhi,hi
3864,log,hi
3865,free,en
3866,wifi,en
3867,kar,hi
3868,rahe,hi
3869,he,hi
3870,abhi,hi
3871,usme,hi
3872,bhi,hi
3873,quota,en
3874,hoga,hi
3875,kuch,hi
3876,dino,hi
3877,unlimited,en
3878,general,en
3879,rt,en
3880,minister,en
3881,nitingadkari,hi
3882,in,en
3883,queue,en
3884,to,en
3885,board,en
3886,nagpurdelhi,en
3887,flight,en
3888,like,en
3889,any,en
3890,other,en
3891,ordinary,en
3892,citizen,en
3893,hey,en
3894,aam,hi
3895,aadmi,hi
3896,http,en
3897,merryxmas,en
3898,from,en
3899,teamshivaay,en
3900,ae,hi
3901,aa,hi
3902,ye,hi
3903,yo,hi
3904,aa,hi
3905,click,en
3906,here,en
3907,for,en
3908,your,en
3909,sachin,en
3910,tendulkar,en
3911,personalized,en
3912,digital,en
3913,autograph,en
3914,anirudhchaudhry,hi
3915,rt,en
3916,rt,en
3917,initiatives,en
3918,for,en
3919,skill,en
3920,development,en
3921,sureshpprabhu,en
3922,railbudget,en
3923,hoezaay,hi
3924,misheardlyrics,en
3925,weds,en
3926,mere,hi
3927,mera,hi
3928,rahbar,hi
3929,tu,hi
3930,mera,hi
3931,server,en
3932,tu,hi
3933,mera,hi
3934,akhbar,hi
3935,tu,hi
3936,arvindkejriwal,en
3937,ke,hi
3938,jate,hi
3939,hi,hi
3940,sahido,hi
3941,par,hi
3942,aap,hi
3943,aayegi,hi
3944,to,hi
3945,sahido,hi
3946,ko,hi
3947,cr,en
3948,milege,en
3949,low,en
3950,politics,en
3951,kejricroffer,en
3952,rt,en
3953,keeping,en
3954,it,en
3955,simple,en
3956,today,en
3957,saffron,en
3958,carrot,en
3959,ghee,hi
3960,rice,en
3961,palak,hi
3962,tawa,hi
3963,rice,en
3964,just,en
3965,to,en
3966,celebrate,en
3967,our,en
3968,republic,en
3969,day,en
3970,https,en
3971,rt,en
3972,sharmilichudail,en
3973,hoshwalon,hi
3974,ko,hi
3975,khabar,hi
3976,kya,hi
3977,anaesthesia,hi
3978,kya,hi
3979,cheez,hi
3980,hai,hi
3981,ke,hi
3982,is,en
3983,utsav,en
3984,par,hi
3985,bhagwan,hi
3986,shiv,hi
3987,aur,hi
3988,maa,hi
3989,shakti,hi
3990,ki,hi
3991,kripa,hi
3992,aap,hi
3993,logon,hi
3994,pe,hi
3995,sadaiv,hi
3996,bani,hi
3997,rahe,hi
3998,telugu,en
3999,movie,en
4000,theatrical,en
4001,trailer,en
4002,via,en
4003,youtube,en
4004,rt,en
4005,ve,hi
4006,ghar,hi
4007,aaja,hi
4008,ve,hi
4009,cholaa,hi
4010,ve,hi
4011,ghar,hi
4012,aaja,hi
4013,ve,hi
4014,rt,en
4015,deepanchor,en
4016,this,en
4017,is,en
4018,a,en
4019,wonderful,en
4020,baba,hi
4021,meet,en
4022,baba,hi
4023,the,en
4024,man,en
4025,who,en
4026,has,en
4027,fed,en
4028,more,en
4029,than,en
4030,one,en
4031,crore,en
4032,poor,en
4033,people,en
4034,rt,en
4035,thedeccanherald,en
4036,good,en
4037,news,en
4038,soon,en
4039,on,en
4040,rt,en
4041,mkvenu,en
4042,no,en
4043,sedition,en
4044,here,en
4045,mahasabha,hi
4046,marks,en
4047,day,en
4048,killer,en
4049,nathuram,en
4050,godse,en
4051,was,en
4052,hanged,en
4053,via,en
4054,swatch,en
4055,bharat,hi
4056,abhiyan,hi
4057,on,en
4058,isis,en
4059,jehadis,en
4060,getting,en
4061,torn,en
4062,apart,en
4063,and,en
4064,dumped,en
4065,ajit,en
4066,doval,en
4067,u,en
4068,master,en
4069,class,en
4070,jai,hi
4071,hind,hi
4072,celebrations,en
4073,at,en
4074,shanti,hi
4075,sarovar,hi
4076,moderate,en
4077,traffic,en
4078,at,en
4079,gachibowli,en
4080,iamkavitharao,hi
4081,behtareen,hi
4082,fielding,en
4083,yaar,hi
4084,pyar,hi
4085,se,hi
4086,out,en
4087,tha,hi
4088,bhai,hi
4089,comon,en
4090,boyz,en
4091,rest,en
4092,in,en
4093,peace,en
4094,lance,en
4095,salute,en
4096,wtf,en
4097,yeh,hi
4098,kaisi,hi
4099,fielding,en
4100,hai,hi
4101,rt,en
4102,jiski,hi
4103,wajase,hi
4104,cricket,en
4105,khelrahahe,hi
4106,unhi,hi
4107,ke,hi
4108,against,en
4109,hai,hi
4110,warna,hi
4111,paki,hi
4112,grnd,en
4113,mein,hi
4114,canten,en
4115,kholke,hi
4116,baithta,hi
4117,https,en
4118,villages,en
4119,our,en
4120,priority,en
4121,says,en
4122,on,en
4123,panchayati,hi
4124,raj,hi
4125,day,en
4126,via,en
4127,nmapp,en
4128,iyc,en
4129,officeofrg,en
4130,aur,hi
4131,ye,hi
4132,nahi,hi
4133,bataya,hi
4134,rg,en
4135,holiday,en
4136,mana,hi
4137,rahe,hi
4138,hai,hi
4139,sharm,hi
4140,to,hi
4141,ko,hi
4142,karna,hi
4143,chahiye,hi
4144,ki,hi
4145,pathankotattack,hi
4146,me,hi
4147,rt,en
4148,tweetsbysehar,en
4149,hoon,hi
4150,mohabbat,hi
4151,se,hi
4152,majboor,hi
4153,warna,hi
4154,tujhe,hi
4155,yaad,hi
4156,karna,hi
4157,koi,hi
4158,sawab,hi
4159,thori,hi
4160,hai,hi
4161,urdupoetry,en
4162,govts,en
4163,redressal,en
4164,mechanism,en
4165,takes,en
4166,the,en
4167,social,en
4168,media,en
4169,route,en
4170,mukul,en
4171,kumar,hi
4172,hitesh,hi
4173,khatpalani,hi
4174,barnwal,en
4175,see,en
4176,this,en
4177,i,en
4178,liked,en
4179,a,en
4180,youtube,en
4181,video,en
4182,pazhaya,hi
4183,vannarapettai,hi
4184,title,en
4185,song,en
4186,pazhaya,hi
4187,hum,hi
4188,quarterfinal,en
4189,toh,hi
4190,haar,hi
4191,hi,hi
4192,nahin,hi
4193,sakte,hi
4194,kyonki,hi
4195,jahan,hi
4196,quarter,hi
4197,mil,hi
4198,jaye,hi
4199,toh,hi
4200,hum,hi
4201,usko,hi
4202,final,en
4203,karke,hi
4204,hi,hi
4205,uthte,hi
4206,hain,hi
4207,dekha,hi
4208,ek,hi
4209,baar,hi
4210,bande,hi
4211,ko,hi
4212,visa,hi
4213,kya,hi
4214,nahi,hi
4215,diya,hi
4216,pura,hi
4217,gussa,hi
4218,abhi,hi
4219,ban,hi
4220,ke,hi
4221,nikal,hi
4222,raha,hi
4223,hai,hi
4224,dekh,hi
4225,lena,hi
4226,pura,hi
4227,world,en
4228,tour,en
4229,yrs,en
4230,mein,hi
4231,hoga,hi
4232,credit,en
4233,goes,en
4234,to,en
4235,rahul,en
4236,dravid,en
4237,and,en
4238,zaheer,hi
4239,khan,hi
4240,do,en
4241,you,en
4242,agree,en
4243,welldonedelhidaredevils,en
4244,gracefulkiru,en
4245,goon,en
4246,noon,en
4247,kudiyon,hi
4248,rt,en
4249,jasdeepinsan,en
4250,gurmeetramrahim,en
4251,msgappeals,en
4252,thnku,en
4253,papa,en
4254,ji,hi
4255,for,en
4256,ur,en
4257,inspiration,en
4258,to,en
4259,make,en
4260,us,en
4261,better,en
4262,citizen,en
4263,of,en
4264,our,en
4265,country,en
4266,rt,en
4267,spokespersonmod,en
4268,in,en
4269,action,en
4270,over,en
4271,uttarakhand,en
4272,helping,en
4273,local,en
4274,authorities,en
4275,in,en
4276,controlling,en
4277,forest,en
4278,fires,en
4279,i,en
4280,can,en
4281,imagine,en
4282,cricket,en
4283,without,en
4284,sachin,en
4285,but,en
4286,i,en
4287,cant,en
4288,imagine,en
4289,sachin,en
4290,without,en
4291,cricket,en
4292,anjali,hi
4293,tendulkar,hi
4294,sachinteaser,en
4295,sachinthefilm,en
4296,sachinrt,en
4297,quoting,en
4298,shubhada,hi
4299,gogate,en
4300,in,en
4301,railbudget,en
4302,go,en
4303,literature,en
4304,rt,en
4305,gurmeetramrahim,en
4306,mustwatchmsg,en
4307,m,en
4308,eagerlyyyyy,en
4309,waiting,en
4310,english,en
4311,ur,en
4312,tweet,en
4313,missing,en
4314,u,en
4315,bhtt,hi
4316,yaad,hi
4317,aa,hi
4318,rhi,hi
4319,h,hi
4320,jaanapapa,hi
4321,ji,hi
4322,nitin,en
4323,gadwari,hi
4324,is,hi
4325,a,hi
4326,man,en
4327,of,en
4328,good,en
4329,ideas,en
4330,and,en
4331,great,en
4332,vision,en
4333,rt,en
4334,famous,en
4335,shiva,en
4336,temple,en
4337,of,en
4338,dhyan,hi
4339,dein,hi
4340,aapatkaleen,hi
4341,stithi,hi
4342,me,hi
4343,vimaan,hi
4344,ke,hi
4345,pichle,hi
4346,bhaag,hi
4347,mein,hi
4348,do,hi
4349,dwaar,hi
4350,mil,hi
4351,rahein,hi
4352,hain,hi
4353,ma,en
4354,varshaveta,hi
4355,or,hi
4356,baju,hi
4357,mein,hi
4358,papad,hi
4359,hai,hi
4360,to,hi
4361,sab,hi
4362,jagah,hi
4363,sey,en
4364,experience,en
4365,ley,hi
4366,liya,hi
4367,aachakiya,hi
4368,ab,hi
4369,yahin,hi
4370,sey,hi
4371,khareedo,hi
4372,beelaaltariq,hi
4373,tmhay,hi
4374,abhi,hi
4375,bara,hi
4376,time,en
4377,hai,hi
4378,rt,en
4379,jatanacharya,hi
4380,two,en
4381,days,en
4382,before,en
4383,trust,en
4384,vote,en
4385,another,en
4386,bribe,en
4387,video,en
4388,stings,en
4389,uttarakhand,en
4390,cong,en
4391,via,en
4392,httweets,en
4393,vivekmmisra,en
4394,officeofrg,en
4395,tehseenp,en
4396,congress,en
4397,hi,hi
4398,etna,hi
4399,gir,hi
4400,sakte,hi
4401,hai,hi
4402,jab,hi
4403,pappul,en
4404,gandhi,hi
4405,khud,hi
4406,hi,hi
4407,etna,hi
4408,girte,hi
4409,hai,hi
4410,to,hi
4411,ki,hi
4412,ka,hi
4413,samhya,hi
4414,aa,hi
4415,gaya,hi
4416,bhagto,hi
4417,ek,hi
4418,baar,hi
4419,dil,hi
4420,se,hi
4421,bol,hi
4422,do,hi
4423,har,hi
4424,har,hi
4425,iss,en
4426,tweet,en
4427,ko,hi
4428,dekhte,hi
4429,hi,hi
4430,second,en
4431,mein,hi
4432,rt,en
4433,kare,hi
4434,nahi,hi
4435,kiya,hi
4436,to,hi
4437,paap,hi
4438,aaj,hi
4439,ke,hi
4440,parv,hi
4441,pe,hi
4442,shivji,hi
4443,aapko,hi
4444,dand,hi
4445,denge,hi
4446,jaldi,hi
4447,rt,en
4448,kare,hi
4449,rt,en
4450,deepkbudki,hi
4451,akele,hi
4452,hain,hi
4453,chale,hi
4454,aao,hi
4455,jahan,hi
4456,ho,hi
4457,yeh,hi
4458,session,en
4459,aur,hi
4460,yeh,hi
4461,congress,en
4462,ki,hi
4463,strength,en
4464,hai,hi
4465,thori,hi
4466,chale,hi
4467,aao,hi
4468,jahan,hi
4469,ho,hi
4470,singer,en
4471,fil,en
4472,lahorerisesagainstcorruption,en
4473,kuch,hi
4474,ajeeb,hi
4475,charisma,hi
4476,hai,hi
4477,kaptan,hi
4478,mai,hi
4479,rt,en
4480,robertvadra,en
4481,rt,en
4482,iamsameeranwar,en
4483,do,hi
4484,anything,en
4485,for,en
4486,regime,en
4487,killed,en
4488,democracy,en
4489,support,en
4490,godse,en
4491,and,en
4492,afzal,en
4493,spread,en
4494,hate,en
4495,btwn,en
4496,ppl,en
4497,godsewe,en
4498,life,en
4499,mein,hi
4500,kuch,hi
4501,bhi,hi
4502,ho,hi
4503,sakta,hi
4504,hai,hi
4505,rt,en
4506,did,en
4507,bhatkal,hi
4508,resident,en
4509,fund,en
4510,isis,en
4511,through,en
4512,hawala,hi
4513,transactions,en
4514,bhatkal,hi
4515,rt,en
4516,trendulkar,en
4517,nice,en
4518,of,en
4519,kohli,hi
4520,to,hi
4521,run,hi
4522,out,en
4523,rohit,en
4524,and,en
4525,take,en
4526,the,en
4527,man,en
4528,of,en
4529,the,en
4530,match,en
4531,themangofellow,en
4532,kya,hi
4533,ba,hi
4534,thera,hi
4535,eq,hi
4536,slow,en
4537,hogaya,hi
4538,doval,en
4539,na,hi
4540,hota,hi
4541,to,hi
4542,west,en
4543,bengal,hi
4544,me,hi
4545,ho,hi
4546,jurm,hi
4547,kar,hi
4548,rahe,hi
4549,hai,hi
4550,wo,hi
4551,sab,hi
4552,jagah,hi
4553,hota,hi
4554,minister,en
4555,and,en
4556,his,en
4557,wife,en
4558,singh,en
4559,performed,en
4560,umairrow,en
4561,the,en
4562,guys,en
4563,like,en
4564,a,en
4565,deisel,en
4566,engine,en
4567,ki,hi
4568,bela,hi
4569,me,hi
4570,prarthana,hi
4571,hai,hi
4572,shiv,hi
4573,ji,hi
4574,sabka,hi
4575,kalyaan,hi
4576,karen,hi
4577,its,en
4578,a,en
4579,spiritual,en
4580,day,en
4581,of,en
4582,worship,en
4583,n,en
4584,prayer,en
4585,for,en
4586,us,hi
4587,rt,en
4588,ko,hi
4589,toh,hi
4590,jete,hi
4591,ji,hi
4592,mar,hi
4593,doge,hi
4594,tmlog,en
4595,landacquisitionbill,en
4596,p,hi
4597,asa,hi
4598,laye,hi
4599,ho,hi
4600,k,hi
4601,kisi,hi
4602,ka,hi
4603,bhi,hi
4604,jameen,hi
4605,cheen,hi
4606,l,hi
4607,agar,hi
4608,ye,hi
4609,match,en
4610,nahin,hi
4611,jeeta,hi
4612,to,hi
4613,suicide,en
4614,kar,hi
4615,lunga,hi
4616,heartiest,en
4617,congratulations,en
4618,to,hi
4619,drortho,en
4620,match,en
4621,contest,en
4622,drorthooil,en
4623,ab,hi
4624,dard,hi
4625,bhi,hi
4626,ghutne,hi
4627,tekega,hi
4628,bhai,hi
4629,ye,hi
4630,nitin,en
4631,pai,hi
4632,ko,hi
4633,kis,hi
4634,jangal,hi
4635,se,hi
4636,pakad,hi
4637,ke,hi
4638,laye,hi
4639,ho,hi
4640,ka,hi
4641,hissa,hi
4642,bilkul,hi
4643,gayab,hi
4644,hi,hi
4645,is,en
4646,not,en
4647,a,en
4648,fan,en
4649,of,en
4650,srk,en
4651,and,en
4652,i,en
4653,like,en
4654,rss,en
4655,now,en
4656,truth,en
4657,spoken,en
4658,caste,en
4659,based,en
4660,reservation,en
4661,to,en
4662,be,en
4663,baba,hi
4664,railbudget,en
4665,yoga,en
4666,training,en
4667,will,en
4668,be,en
4669,given,en
4670,to,en
4671,railway,en
4672,guards,en
4673,rt,en
4674,live,en
4675,asaduddin,hi
4676,owaisi,hi
4677,announced,en
4678,participation,en
4679,in,en
4680,elections,en
